Nº Pedido,Cliente - Motorista,Data Emissão Pedido,Data Entrega Prevista,Destino,Itens,R$ Faturados,Saída para Entrega,Data Entrega Real, Qtd Devolução,Mot. Devolução,Dias Para Entrega,Status
A4551,WALMART-FELIPE SILVA,2020-09-21,2020-10-01,SP,3,45.0,2020-09-30,2020-10-10,0,S/ Devolu.,19,Atrasado
A4552,WALMART-JOÃO GOMES,2020-09-21,2020-10-01,SP,11,356.4,2020-09-25,2020-09-27,8,Produto Errado,6,No Prazo
A4553,MAGAZINE LUIZA-JOÃO GOMES,2020-09-21,2020-10-01,RJ,20,1020.0000000000007,2020-10-07,2020-10-08,2,Produto Errado,17,Atrasado
A4554,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,SP,11,182.60000000000005,2020-10-05,2020-10-08,1,Produto Errado,17,Atrasado
A4555,AMERICANAS-TÚLIO SILVEIRA,2020-09-21,2020-10-01,RJ,8,132.00000000000003,2020-09-24,2020-10-06,0,S/ Devolu.,15,Atrasado
A4557,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,RJ,5,160.99999999999997,2020-09-22,2020-09-25,1,Danificado,4,No Prazo
A4558,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,BH,16,534.4000000000002,2020-09-25,2020-09-26,0,S/ Devolu.,5,No Prazo
A4559,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,BH,11,557.7000000000003,2020-09-29,2020-10-01,4,Produto Errado,10,No Prazo
A4560,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,BH,19,917.6999999999999,2020-09-25,2020-09-28,1,Danificado,7,No Prazo
A4561,WALMART-FELIPE SILVA,2020-09-21,2020-10-01,BH,9,280.8,2020-09-28,2020-10-04,1,Produto Errado,13,Atrasado
A4562,AMERICANAS-FELIPE SILVA,2020-09-21,2020-10-01,RJ,20,316.0,2020-09-22,2020-10-04,1,Produto Errado,13,Atrasado
A4563,CASAS BAHIA-FELIPE SILVA,2020-09-21,2020-10-01,RJ,6,286.2,2020-09-22,2020-09-24,1,Danificado,3,No Prazo
A4565,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,BH,16,240.0,2020-09-28,2020-09-30,0,S/ Devolu.,9,No Prazo
A4566,WALMART-TÚLIO SILVEIRA,2020-09-21,2020-10-01,SP,2,93.6,2020-09-23,2020-09-29,1,Danificado,8,No Prazo
A4567,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-21,2020-10-01,BH,8,408.0000000000002,2020-10-02,2020-10-06,0,S/ Devolu.,15,Atrasado
A4568,CASAS BAHIA-LUIZ PARDAL,2020-09-21,2020-10-01,SP,6,300.60000000000014,2020-10-04,2020-10-06,0,S/ Devolu.,15,Atrasado
A4571,WALMART-VALDIR ESPINOSA,2020-09-22,2020-10-02,RJ,9,280.8,2020-09-23,2020-09-27,3,Danificado,5,No Prazo
A4572,CASAS BAHIA-FELIPE SILVA,2020-09-22,2020-10-02,RJ,2,63.599999999999994,2020-09-28,2020-10-08,0,S/ Devolu.,16,Atrasado
A4575,WALMART-VALDIR ESPINOSA,2020-09-22,2020-10-02,BH,15,702.0,2020-09-30,2020-10-02,3,Danificado,10,No Prazo
A4576,WALMART-LUIZ PARDAL,2020-09-22,2020-10-02,BH,12,558.0,2020-09-24,2020-09-30,0,S/ Devolu.,8,No Prazo
A4584,MAGAZINE LUIZA-FELIPE SILVA,2020-09-22,2020-10-02,BH,14,223.99999999999997,2020-10-01,2020-10-06,0,S/ Devolu.,14,Atrasado
A4585,CASAS BAHIA-FELIPE SILVA,2020-09-22,2020-10-02,RJ,14,235.2000000000001,2020-09-30,2020-10-06,1,Danificado,14,Atrasado
A4589,AMERICANAS-FELIPE SILVA,2020-09-22,2020-10-02,BH,4,189.6,2020-09-29,2020-10-07,2,Danificado,15,Atrasado
A4590,MAGAZINE LUIZA-FELIPE SILVA,2020-09-22,2020-10-02,BH,13,627.8999999999999,2020-09-28,2020-10-07,0,S/ Devolu.,15,Atrasado
A4591,CASAS BAHIA-FELIPE SILVA,2020-09-22,2020-10-02,BH,2,31.599999999999998,2020-10-02,2020-10-06,0,S/ Devolu.,14,Atrasado
A4592,CASAS BAHIA-MARCOS LEROY,2020-09-22,2020-10-02,SP,4,135.20000000000007,2020-09-29,2020-10-05,1,Danificado,13,Atrasado
A4594,CASAS BAHIA-MARCOS LEROY,2020-09-22,2020-10-02,SP,17,554.2,2020-10-05,2020-10-11,16,Produto Errado,19,Atrasado
A4595,AMERICANAS-FELIPE SILVA,2020-09-22,2020-10-02,BH,5,166.00000000000006,2020-09-26,2020-10-01,3,Produto Errado,9,No Prazo
A4597,MAGAZINE LUIZA-FELIPE SILVA,2020-09-22,2020-10-02,SP,6,100.80000000000004,2020-09-27,2020-10-06,0,S/ Devolu.,14,Atrasado
A4599,WALMART-VALDIR ESPINOSA,2020-09-22,2020-10-02,SP,4,67.60000000000004,2020-10-07,2020-10-09,0,S/ Devolu.,17,Atrasado
A4601,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-09-22,2020-10-02,BH,7,210.0,2020-09-25,2020-10-09,1,Danificado,17,Atrasado
A4602,AMERICANAS-VALDIR ESPINOSA,2020-09-22,2020-10-02,RJ,3,46.5,2020-10-08,2020-10-09,2,Produto Errado,17,Atrasado
A4603,AMERICANAS-LUIZ PARDAL,2020-09-23,2020-10-03,BH,20,656.0000000000001,2020-09-25,2020-10-12,1,Danificado,19,Atrasado
A4606,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-23,2020-10-03,SP,2,102.00000000000006,2020-09-30,2020-10-02,0,S/ Devolu.,9,No Prazo
A4607,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-23,2020-10-03,RJ,17,805.8,2020-09-25,2020-09-28,1,Produto Errado,5,No Prazo
A4608,CASAS BAHIA-FELIPE SILVA,2020-09-23,2020-10-03,SP,9,453.6000000000002,2020-10-05,2020-10-11,3,Danificado,18,Atrasado
A4609,WALMART-FELIPE SILVA,2020-09-23,2020-10-03,SP,3,51.00000000000003,2020-09-25,2020-09-29,0,S/ Devolu.,6,No Prazo
A4610,WALMART-FELIPE SILVA,2020-09-23,2020-10-03,BH,17,800.6999999999999,2020-09-27,2020-09-29,1,Produto Errado,6,No Prazo
A4611,CASAS BAHIA-MARCOS LEROY,2020-09-23,2020-10-03,SP,11,341.0,2020-10-02,2020-10-05,3,Danificado,12,Atrasado
A4612,WALMART-MARCOS LEROY,2020-09-23,2020-10-03,RJ,15,468.0,2020-09-25,2020-10-07,1,Produto Errado,14,Atrasado
A4613,MAGAZINE LUIZA-MARCOS LEROY,2020-09-23,2020-10-03,BH,19,911.9999999999999,2020-10-01,2020-10-04,9,Produto Errado,11,Atrasado
A4614,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-09-23,2020-10-03,BH,10,159.0,2020-10-05,2020-10-08,3,Danificado,15,Atrasado
A4616,WALMART-LUIZ PARDAL,2020-09-23,2020-10-03,SP,4,63.99999999999999,2020-10-06,2020-10-08,1,Arrependimento,15,Atrasado
A4617,WALMART-LUIZ PARDAL,2020-09-23,2020-10-03,BH,8,248.0,2020-10-05,2020-10-10,0,S/ Devolu.,17,Atrasado
A4619,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-23,2020-10-03,SP,4,66.00000000000001,2020-10-06,2020-10-09,0,S/ Devolu.,16,Atrasado
A4620,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-23,2020-10-03,BH,18,302.40000000000015,2020-10-01,2020-10-07,1,Danificado,14,Atrasado
A4621,CASAS BAHIA-LUIZ PARDAL,2020-09-23,2020-10-03,SP,1,49.80000000000001,2020-09-26,2020-10-10,1,Danificado,17,Atrasado
A4622,MAGAZINE LUIZA-JOÃO GOMES,2020-09-23,2020-10-03,SP,12,597.6000000000001,2020-09-29,2020-10-05,1,Arrependimento,12,Atrasado
A4625,CASAS BAHIA-MARCOS LEROY,2020-09-23,2020-10-03,SP,16,534.4000000000002,2020-10-05,2020-10-10,3,Danificado,17,Atrasado
A4626,WALMART-MARCOS LEROY,2020-09-23,2020-10-03,BH,18,869.3999999999999,2020-09-29,2020-10-03,15,Produto Errado,10,No Prazo
A4627,CASAS BAHIA-FELIPE SILVA,2020-09-23,2020-10-03,RJ,6,291.59999999999997,2020-09-30,2020-10-05,2,Danificado,12,Atrasado
A4628,CASAS BAHIA-FELIPE SILVA,2020-09-23,2020-10-03,RJ,3,93.6,2020-09-27,2020-10-05,0,S/ Devolu.,12,Atrasado
A4629,AMERICANAS-FELIPE SILVA,2020-09-23,2020-10-03,SP,6,97.80000000000001,2020-09-28,2020-09-30,3,Danificado,7,No Prazo
A4630,MAGAZINE LUIZA-FELIPE SILVA,2020-09-23,2020-10-03,BH,4,68.00000000000004,2020-10-02,2020-10-03,4,Danificado,10,No Prazo
A4633,WALMART-MARCOS LEROY,2020-09-24,2020-10-04,RJ,13,218.4000000000001,2020-10-02,2020-10-04,1,Produto Errado,10,No Prazo
A4634,CASAS BAHIA-MARCOS LEROY,2020-09-24,2020-10-04,BH,19,946.2000000000003,2020-10-02,2020-10-07,15,Produto Errado,13,Atrasado
A4638,MAGAZINE LUIZA-JOÃO GOMES,2020-09-24,2020-10-04,BH,4,66.00000000000001,2020-10-05,2020-10-06,3,Danificado,12,Atrasado
A4639,WALMART-TÚLIO SILVEIRA,2020-09-24,2020-10-04,SP,17,270.29999999999995,2020-10-04,2020-10-05,2,Danificado,11,Atrasado
A4640,WALMART-TÚLIO SILVEIRA,2020-09-24,2020-10-04,BH,8,379.2,2020-09-25,2020-10-01,1,Danificado,7,No Prazo
A4645,CASAS BAHIA-FELIPE SILVA,2020-09-24,2020-10-04,BH,3,139.5,2020-09-28,2020-10-06,1,Danificado,12,Atrasado
A4646,AMERICANAS-FELIPE SILVA,2020-09-24,2020-10-04,BH,19,969.0000000000006,2020-09-29,2020-10-08,0,S/ Devolu.,14,Atrasado
A4647,WALMART-TÚLIO SILVEIRA,2020-09-24,2020-10-04,RJ,19,604.1999999999999,2020-09-29,2020-10-08,2,Produto Errado,14,Atrasado
A4650,WALMART-VALDIR ESPINOSA,2020-09-24,2020-10-04,RJ,14,442.4,2020-09-25,2020-09-29,0,S/ Devolu.,5,No Prazo
A4651,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-09-24,2020-10-04,BH,9,153.00000000000009,2020-09-25,2020-10-04,3,Danificado,10,No Prazo
A4652,WALMART-VALDIR ESPINOSA,2020-09-24,2020-10-04,SP,20,656.0000000000001,2020-09-25,2020-10-05,0,S/ Devolu.,11,Atrasado
A4653,CASAS BAHIA-VALDIR ESPINOSA,2020-09-24,2020-10-04,BH,7,113.39999999999999,2020-10-05,2020-10-08,2,Danificado,14,Atrasado
A4655,WALMART-VALDIR ESPINOSA,2020-09-24,2020-10-04,RJ,8,393.6,2020-10-01,2020-10-06,0,S/ Devolu.,12,Atrasado
A4657,WALMART-LUIZ PARDAL,2020-09-24,2020-10-04,RJ,10,468.0,2020-09-25,2020-10-02,2,Produto Errado,8,No Prazo
A4659,WALMART-LUIZ PARDAL,2020-09-24,2020-10-04,RJ,3,47.699999999999996,2020-09-26,2020-10-09,0,S/ Devolu.,15,Atrasado
A4660,AMERICANAS-LUIZ PARDAL,2020-09-24,2020-10-04,BH,1,49.500000000000014,2020-10-06,2020-10-08,0,S/ Devolu.,14,Atrasado
A4663,WALMART-MARCOS LEROY,2020-09-24,2020-10-04,SP,14,445.19999999999993,2020-09-30,2020-10-02,3,Produto Errado,8,No Prazo
A4664,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-09-25,2020-10-05,SP,3,45.0,2020-10-03,2020-10-05,2,Danificado,10,No Prazo
A4667,CASAS BAHIA-LUIZ PARDAL,2020-09-25,2020-10-05,RJ,19,323.0000000000002,2020-10-02,2020-10-12,0,S/ Devolu.,17,Atrasado
A4669,MAGAZINE LUIZA-FELIPE SILVA,2020-09-25,2020-10-05,SP,13,211.9,2020-10-05,2020-10-07,0,S/ Devolu.,12,Atrasado
A4674,WALMART-TÚLIO SILVEIRA,2020-09-25,2020-10-05,BH,13,434.20000000000016,2020-09-27,2020-10-06,2,Produto Errado,11,Atrasado
A4675,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-25,2020-10-05,RJ,17,861.9000000000004,2020-10-05,2020-10-06,1,Produto Errado,11,Atrasado
A4683,AMERICANAS-LUIZ PARDAL,2020-09-25,2020-10-05,BH,8,383.99999999999994,2020-09-26,2020-09-29,2,Arrependimento,4,No Prazo
A4684,CASAS BAHIA-LUIZ PARDAL,2020-09-25,2020-10-05,BH,8,267.2000000000001,2020-10-02,2020-10-04,0,S/ Devolu.,9,No Prazo
A4685,AMERICANAS-LUIZ PARDAL,2020-09-25,2020-10-05,BH,8,268.8000000000001,2020-09-26,2020-10-08,2,Produto Errado,13,Atrasado
A4694,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-25,2020-10-05,SP,20,328.00000000000006,2020-09-27,2020-10-10,1,Danificado,15,Atrasado
A4695,AMERICANAS-LUIZ PARDAL,2020-09-25,2020-10-05,RJ,1,47.99999999999999,2020-09-29,2020-10-05,1,Danificado,10,No Prazo
A4701,AMERICANAS-MARCOS LEROY,2020-09-26,2020-10-06,RJ,12,188.39999999999998,2020-09-28,2020-10-04,3,Danificado,8,No Prazo
A4704,WALMART-FELIPE SILVA,2020-09-26,2020-10-06,BH,20,672.0000000000003,2020-10-08,2020-10-10,0,S/ Devolu.,14,Atrasado
A4705,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-09-26,2020-10-06,RJ,16,524.8000000000001,2020-10-08,2020-10-12,4,Produto Errado,16,Atrasado
A4706,WALMART-JOÃO GOMES,2020-09-26,2020-10-06,BH,14,447.99999999999994,2020-10-05,2020-10-14,2,Danificado,18,Atrasado
A4707,MAGAZINE LUIZA-JOÃO GOMES,2020-09-26,2020-10-06,SP,10,507.0000000000003,2020-09-30,2020-10-07,2,Danificado,11,Atrasado
A4712,CASAS BAHIA-VALDIR ESPINOSA,2020-09-26,2020-10-06,RJ,13,408.2,2020-09-27,2020-10-10,0,S/ Devolu.,14,Atrasado
A4713,CASAS BAHIA-VALDIR ESPINOSA,2020-09-26,2020-10-06,SP,12,376.79999999999995,2020-09-28,2020-10-09,0,S/ Devolu.,13,Atrasado
A4716,WALMART-LUIZ PARDAL,2020-09-26,2020-10-06,RJ,11,511.5,2020-10-04,2020-10-08,0,S/ Devolu.,12,Atrasado
A4717,WALMART-LUIZ PARDAL,2020-09-26,2020-10-06,RJ,14,671.9999999999999,2020-10-05,2020-10-11,0,S/ Devolu.,15,Atrasado
A4718,WALMART-LUIZ PARDAL,2020-09-26,2020-10-06,BH,8,264.00000000000006,2020-09-27,2020-10-11,2,Produto Errado,15,Atrasado
A4723,MAGAZINE LUIZA-JOÃO GOMES,2020-09-26,2020-10-06,RJ,14,659.4,2020-10-04,2020-10-08,1,Produto Errado,12,Atrasado
A4724,WALMART-JOÃO GOMES,2020-09-26,2020-10-06,BH,3,46.5,2020-09-28,2020-10-11,1,Danificado,15,Atrasado
A4730,CASAS BAHIA-FELIPE SILVA,2020-09-26,2020-10-06,SP,4,124.8,2020-10-03,2020-10-15,0,S/ Devolu.,19,Atrasado
A4731,CASAS BAHIA-FELIPE SILVA,2020-09-26,2020-10-06,SP,1,46.5,2020-10-02,2020-10-07,1,Arrependimento,11,Atrasado
A4732,WALMART-TÚLIO SILVEIRA,2020-09-27,2020-10-07,RJ,8,376.79999999999995,2020-10-08,2020-10-11,1,Danificado,14,Atrasado
A4735,WALMART-TÚLIO SILVEIRA,2020-09-27,2020-10-07,RJ,12,180.0,2020-10-01,2020-10-08,1,Danificado,11,Atrasado
A4736,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-27,2020-10-07,SP,3,153.00000000000009,2020-09-29,2020-10-07,0,S/ Devolu.,10,No Prazo
A4737,WALMART-FELIPE SILVA,2020-09-27,2020-10-07,BH,13,202.79999999999998,2020-09-30,2020-10-12,1,Danificado,15,Atrasado
A4738,MAGAZINE LUIZA-FELIPE SILVA,2020-09-27,2020-10-07,RJ,13,423.8,2020-09-29,2020-10-07,1,Danificado,10,No Prazo
A4742,WALMART-MARCOS LEROY,2020-09-27,2020-10-07,BH,15,232.5,2020-09-28,2020-10-09,7,Danificado,12,Atrasado
A4743,CASA E VIDEO-MARCOS LEROY,2020-09-27,2020-10-07,RJ,2,94.8,2020-10-05,2020-10-12,1,Produto Errado,15,Atrasado
A4744,CASAS BAHIA-MARCOS LEROY,2020-09-27,2020-10-07,RJ,15,473.99999999999994,2020-09-28,2020-10-07,2,Danificado,10,No Prazo
A4749,MAGAZINE LUIZA-MARCOS LEROY,2020-09-27,2020-10-07,BH,11,531.3,2020-09-30,2020-10-04,1,Danificado,7,No Prazo
A4750,WALMART-MARCOS LEROY,2020-09-27,2020-10-07,SP,10,338.00000000000017,2020-09-30,2020-10-02,2,Arrependimento,5,No Prazo
A4756,WALMART-MARCOS LEROY,2020-09-27,2020-10-07,SP,6,96.6,2020-10-06,2020-10-07,3,Danificado,10,No Prazo
A4757,CASAS BAHIA-MARCOS LEROY,2020-09-27,2020-10-07,BH,18,612.0000000000003,2020-10-01,2020-10-09,3,Danificado,12,Atrasado
A4758,WALMART-MARCOS LEROY,2020-09-27,2020-10-07,BH,17,790.5,2020-10-07,2020-10-08,11,Produto Errado,11,Atrasado
A4759,MAGAZINE LUIZA-MARCOS LEROY,2020-09-27,2020-10-07,SP,19,855.0,2020-10-04,2020-10-09,3,Danificado,12,Atrasado
A4763,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-27,2020-10-07,SP,4,195.60000000000002,2020-10-02,2020-10-12,0,S/ Devolu.,15,Atrasado
A4765,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-28,2020-10-08,SP,20,636.0,2020-09-29,2020-10-10,0,S/ Devolu.,12,Atrasado
A4767,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-28,2020-10-08,SP,13,616.1999999999999,2020-09-29,2020-10-08,1,Danificado,10,No Prazo
A4769,WALMART-FELIPE SILVA,2020-09-28,2020-10-08,SP,19,600.4,2020-10-05,2020-10-10,1,Produto Errado,12,Atrasado
A4771,WALMART-TÚLIO SILVEIRA,2020-09-28,2020-10-08,BH,12,400.8000000000002,2020-10-03,2020-10-12,1,Arrependimento,14,Atrasado
A4773,WALMART-TÚLIO SILVEIRA,2020-09-28,2020-10-08,BH,8,388.79999999999995,2020-10-09,2020-10-15,0,S/ Devolu.,17,Atrasado
A4774,WALMART-TÚLIO SILVEIRA,2020-09-28,2020-10-08,BH,1,48.599999999999994,2020-10-15,2020-10-16,0,S/ Devolu.,18,Atrasado
A4777,WALMART-FELIPE SILVA,2020-09-28,2020-10-08,RJ,9,152.10000000000008,2020-10-07,2020-10-12,3,Danificado,14,Atrasado
A4779,CASAS BAHIA-FELIPE SILVA,2020-09-28,2020-10-08,SP,16,801.6000000000004,2020-10-02,2020-10-07,4,Produto Errado,9,No Prazo
A4780,CASAS BAHIA-LUIZ PARDAL,2020-09-28,2020-10-08,SP,6,96.6,2020-10-14,2020-10-16,0,S/ Devolu.,18,Atrasado
A4781,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-28,2020-10-08,BH,2,31.2,2020-10-04,2020-10-13,1,Produto Errado,15,Atrasado
A4782,CASAS BAHIA-LUIZ PARDAL,2020-09-28,2020-10-08,BH,2,96.6,2020-10-01,2020-10-08,0,S/ Devolu.,10,No Prazo
A4783,CASAS BAHIA-LUIZ PARDAL,2020-09-28,2020-10-08,BH,2,98.4,2020-10-03,2020-10-09,1,Produto Errado,11,Atrasado
A4784,CASA E VIDEO-LUIZ PARDAL,2020-09-28,2020-10-08,SP,8,130.4,2020-10-05,2020-10-11,0,S/ Devolu.,13,Atrasado
A4786,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-28,2020-10-08,RJ,1,16.600000000000005,2020-10-08,2020-10-13,1,Danificado,15,Atrasado
A4787,AMERICANAS-LUIZ PARDAL,2020-09-28,2020-10-08,BH,6,195.60000000000002,2020-10-01,2020-10-12,0,S/ Devolu.,14,Atrasado
A4788,CASAS BAHIA-LUIZ PARDAL,2020-09-28,2020-10-08,BH,5,162.0,2020-10-02,2020-10-10,3,Danificado,12,Atrasado
A4794,AMERICANAS-MARCOS LEROY,2020-09-29,2020-10-09,BH,5,168.00000000000009,2020-10-08,2020-10-11,1,Produto Errado,12,Atrasado
A4795,WALMART-MARCOS LEROY,2020-09-29,2020-10-09,RJ,5,80.49999999999999,2020-10-01,2020-10-17,2,Danificado,18,Atrasado
A4797,CASAS BAHIA-MARCOS LEROY,2020-09-29,2020-10-09,SP,5,82.00000000000001,2020-10-10,2020-10-15,1,Danificado,16,Atrasado
A4801,WALMART-MARCOS LEROY,2020-09-29,2020-10-09,SP,3,50.10000000000002,2020-10-12,2020-10-13,3,Danificado,14,Atrasado
A4802,AMERICANAS-MARCOS LEROY,2020-09-29,2020-10-09,RJ,20,978.0,2020-10-01,2020-10-09,19,Produto Errado,10,No Prazo
A4806,WALMART-LUIZ PARDAL,2020-09-29,2020-10-09,BH,11,173.79999999999998,2020-10-01,2020-10-08,0,S/ Devolu.,9,No Prazo
A4807,AMERICANAS-LUIZ PARDAL,2020-09-29,2020-10-09,RJ,18,284.4,2020-10-16,2020-10-17,3,Arrependimento,18,Atrasado
A4808,WALMART-LUIZ PARDAL,2020-09-29,2020-10-09,BH,17,557.6,2020-10-02,2020-10-04,3,Produto Errado,5,No Prazo
A4809,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-29,2020-10-09,BH,20,664.0000000000002,2020-10-07,2020-10-09,2,Produto Errado,10,No Prazo
A4810,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-29,2020-10-09,RJ,10,473.99999999999994,2020-09-30,2020-10-11,2,Danificado,12,Atrasado
A4813,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-29,2020-10-09,SP,6,94.19999999999999,2020-10-06,2020-10-13,2,Produto Errado,14,Atrasado
A4815,WALMART-JOÃO GOMES,2020-09-29,2020-10-09,RJ,19,298.3,2020-10-01,2020-10-11,14,Produto Errado,12,Atrasado
A4816,CASAS BAHIA-LUIZ PARDAL,2020-09-29,2020-10-09,BH,10,450.0,2020-10-06,2020-10-09,0,S/ Devolu.,10,No Prazo
A4817,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-29,2020-10-09,RJ,11,365.2000000000001,2020-10-11,2020-10-15,3,Produto Errado,16,Atrasado
A4818,WALMART-VALDIR ESPINOSA,2020-09-29,2020-10-09,RJ,15,232.5,2020-10-01,2020-10-07,2,Arrependimento,8,No Prazo
A4819,AMERICANAS-VALDIR ESPINOSA,2020-09-29,2020-10-09,BH,9,152.10000000000008,2020-10-11,2020-10-14,3,Danificado,15,Atrasado
A4820,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-09-29,2020-10-09,BH,8,134.40000000000006,2020-10-08,2020-10-12,2,Produto Errado,13,Atrasado
A4821,CASAS BAHIA-VALDIR ESPINOSA,2020-09-29,2020-10-09,SP,14,229.60000000000002,2020-10-02,2020-10-12,0,S/ Devolu.,13,Atrasado
A4823,WALMART-FELIPE SILVA,2020-09-29,2020-10-09,RJ,2,99.00000000000003,2020-10-13,2020-10-17,2,Produto Errado,18,Atrasado
A4824,WALMART-FELIPE SILVA,2020-09-29,2020-10-09,SP,10,332.0000000000001,2020-10-06,2020-10-09,2,Produto Errado,10,No Prazo
A4825,WALMART-VALDIR ESPINOSA,2020-09-29,2020-10-09,SP,17,266.9,2020-10-07,2020-10-10,0,S/ Devolu.,11,Atrasado
A4826,MAGAZINE LUIZA-JOÃO GOMES,2020-09-30,2020-10-10,SP,15,479.99999999999994,2020-10-14,2020-10-16,3,Danificado,16,Atrasado
A4830,WALMART-FELIPE SILVA,2020-09-30,2020-10-10,RJ,5,85.00000000000006,2020-10-08,2020-10-16,1,Produto Errado,16,Atrasado
A4832,WALMART-VALDIR ESPINOSA,2020-09-30,2020-10-10,SP,11,541.2,2020-10-05,2020-10-16,0,S/ Devolu.,16,Atrasado
A4833,MAGAZINE LUIZA-MARCOS LEROY,2020-09-30,2020-10-10,SP,16,772.8,2020-10-15,2020-10-17,2,Danificado,17,Atrasado
A4834,WALMART-VALDIR ESPINOSA,2020-09-30,2020-10-10,SP,19,630.8000000000002,2020-10-06,2020-10-09,1,Produto Errado,9,No Prazo
A4835,WALMART-FELIPE SILVA,2020-09-30,2020-10-10,RJ,14,684.6,2020-10-08,2020-10-15,3,Produto Errado,15,Atrasado
A4836,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-30,2020-10-10,SP,20,620.0,2020-10-09,2020-10-11,1,Produto Errado,11,Atrasado
A4838,MAGAZINE LUIZA-LUIZ PARDAL,2020-09-30,2020-10-10,RJ,18,869.3999999999999,2020-10-10,2020-10-14,1,Produto Errado,14,Atrasado
A4843,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-09-30,2020-10-10,SP,10,318.0,2020-10-18,2020-10-19,2,Danificado,19,Atrasado
A4844,AMERICANAS-TÚLIO SILVEIRA,2020-09-30,2020-10-10,RJ,14,459.20000000000005,2020-10-01,2020-10-14,4,Produto Errado,14,Atrasado
A4845,AMERICANAS-TÚLIO SILVEIRA,2020-09-30,2020-10-10,BH,2,31.599999999999998,2020-10-11,2020-10-12,1,Arrependimento,12,Atrasado
A4849,CASAS BAHIA-VALDIR ESPINOSA,2020-09-30,2020-10-10,RJ,17,856.8000000000004,2020-10-04,2020-10-12,0,S/ Devolu.,12,Atrasado
A4855,WALMART-MARCOS LEROY,2020-09-30,2020-10-10,RJ,10,159.0,2020-10-02,2020-10-06,4,Danificado,6,No Prazo
A4857,CASAS BAHIA-TÚLIO SILVEIRA,2020-09-30,2020-10-10,BH,13,415.99999999999994,2020-10-02,2020-10-05,3,Danificado,5,No Prazo
A4858,WALMART-TÚLIO SILVEIRA,2020-09-30,2020-10-10,RJ,20,600.0,2020-10-10,2020-10-18,2,Produto Errado,18,Atrasado
A4859,WALMART-TÚLIO SILVEIRA,2020-09-30,2020-10-10,BH,3,98.4,2020-10-16,2020-10-18,0,S/ Devolu.,18,Atrasado
A4860,WALMART-TÚLIO SILVEIRA,2020-09-30,2020-10-10,SP,2,90.0,2020-10-02,2020-10-12,1,Arrependimento,12,Atrasado
A4868,WALMART-VALDIR ESPINOSA,2020-10-01,2020-10-11,RJ,15,241.49999999999997,2020-10-12,2020-10-14,2,Produto Errado,13,Atrasado
A4870,WALMART-JOÃO GOMES,2020-10-01,2020-10-11,RJ,7,346.50000000000006,2020-10-05,2020-10-12,5,Danificado,11,Atrasado
A4872,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-10-01,2020-10-11,BH,3,48.900000000000006,2020-10-12,2020-10-13,1,Danificado,12,Atrasado
A4875,WALMART-FELIPE SILVA,2020-10-01,2020-10-11,BH,12,386.4,2020-10-03,2020-10-15,3,Danificado,14,Atrasado
A4877,CASAS BAHIA-FELIPE SILVA,2020-10-01,2020-10-11,RJ,1,16.700000000000006,2020-10-04,2020-10-08,0,S/ Devolu.,7,No Prazo
A4878,WALMART-FELIPE SILVA,2020-10-01,2020-10-11,BH,5,158.0,2020-10-13,2020-10-16,0,S/ Devolu.,15,Atrasado
A4880,WALMART-VALDIR ESPINOSA,2020-10-01,2020-10-11,SP,7,350.70000000000016,2020-10-05,2020-10-12,2,Danificado,11,Atrasado
A4881,WALMART-VALDIR ESPINOSA,2020-10-01,2020-10-11,BH,5,79.5,2020-10-06,2020-10-11,0,S/ Devolu.,10,No Prazo
